date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD,total_sales
2013-09-13,3.0,0.0,3.0,784.0,0.0,281.364,0.0,641.0,425.0,106.977,104.0,112.0,2184.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,228.0,0.0,638.737,87.0,0.0,0.0,154.29599,82.0,11.0,0.0,36.422,5903.79599
2013-09-14,4.0,0.0,2.0,1180.0,0.0,310.563,0.0,484.0,397.0,101.608,162.0,131.0,1834.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,163.0,0.0,241.84,90.0,0.0,0.0,118.045,69.0,6.0,0.0,30.541,5347.597000000001
2013-09-15,0.0,0.0,2.0,447.0,0.0,146.236,0.0,231.0,225.0,59.81,84.0,84.0,977.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,108.687004,39.0,0.0,0.0,70.496,36.0,21.0,0.0,12.42,2554.649004
2013-09-16,1.0,0.0,1.0,971.0,0.0,287.492,0.0,944.0,454.0,139.971,155.0,104.0,2054.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,53.0,0.0,383.41,96.0,0.0,0.0,219.43199,73.0,1.0,0.0,25.854,5999.15899
2013-09-17,0.0,0.0,1.0,764.0,0.0,275.853,0.0,530.0,385.0,118.115,140.0,117.0,1783.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,66.0,0.0,372.251,106.0,0.0,0.0,199.84,58.0,0.0,0.0,28.78,5010.839
2013-09-18,0.0,0.0,0.0,827.0,0.0,339.522,0.0,732.0,487.0,123.281,152.0,131.0,2054.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,62.0,0.0,346.088,105.0,0.0,0.0,179.003,30.0,8.0,0.0,30.907,5642.8009999999995
2013-09-19,2.0,0.0,0.0,848.0,0.0,359.664,0.0,649.0,407.0,94.254,108.0,71.0,1837.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,64.0,0.0,274.047,75.0,0.0,0.0,141.34799,56.0,0.0,0.0,28.805,5062.117990000001
2013-09-20,5.0,0.0,1.0,913.0,0.0,349.879,0.0,536.0,408.0,154.133,136.0,137.0,1720.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,120.0,0.0,592.032,57.0,0.0,0.0,327.45898,65.0,10.0,0.0,41.604,5616.1069800000005
2013-09-21,2.0,0.0,2.0,1034.0,0.0,297.149,0.0,569.0,456.0,109.042,182.0,140.0,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,134.0,0.0,236.629,109.0,0.0,0.0,141.919,83.0,6.0,0.0,31.743,5571.482
2013-09-22,1.0,0.0,1.0,469.0,0.0,117.489,0.0,220.0,195.0,46.523,76.0,66.0,779.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,86.773,27.0,0.0,0.0,57.527,42.0,3.0,0.0,18.898,2215.21
2013-09-23,1.0,0.0,2.0,968.0,0.0,354.322,0.0,593.0,418.0,143.663,165.0,79.966,1935.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,86.0,0.0,273.067,104.0,0.0,0.0,239.323,72.0,0.0,0.0,35.828,5486.169000000001
2013-09-24,1.0,0.0,3.0,896.0,0.0,306.884,0.0,697.0,503.0,108.86,139.0,131.495,1992.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,16.0,69.0,0.0,361.401,117.0,0.0,0.0,145.513,54.0,4.0,0.0,39.329002,5621.482002
2013-09-25,4.0,0.0,1.0,1058.0,0.0,319.65,0.0,867.0,526.0,133.246,163.0,133.077,2248.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,75.0,0.0,287.915,75.0,0.0,0.0,175.14,48.0,1.0,0.0,41.453,6194.481000000001
2013-09-26,1.0,0.0,3.0,1104.0,0.0,310.915,0.0,665.0,450.0,111.314,105.0,148.0,1721.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,81.0,0.0,258.958,76.0,0.0,0.0,123.1,36.0,1.0,0.0,23.631,5244.918
2013-09-27,0.0,0.0,1.0,1025.0,0.0,284.482,0.0,604.0,432.0,137.218,130.0,147.0,1932.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,144.0,0.0,553.417,74.0,0.0,0.0,499.96,69.0,2.0,0.0,53.143,6130.22
2013-09-28,2.0,0.0,4.0,1048.0,0.0,320.82,0.0,456.0,460.0,111.847,156.0,167.0,1821.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,163.0,0.0,238.557,66.0,0.0,0.0,113.477,66.0,4.0,0.0,35.13,5266.830999999999
2013-09-29,1.0,0.0,1.0,470.0,0.0,161.939,0.0,280.0,234.0,59.108,83.0,61.0,977.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,128.74,51.0,0.0,0.0,101.571,30.0,17.0,0.0,16.841,2693.198999999999
2013-09-30,5.0,0.0,2.0,1001.0,0.0,314.021,0.0,647.0,435.0,151.815,136.0,64.0,1989.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,55.0,0.0,458.761,109.0,0.0,0.0,258.88202,50.0,0.0,0.0,23.328,5711.80702
2013-10-01,1.0,0.0,3.0,947.0,0.0,323.626,0.0,787.0,470.0,135.313,180.0,98.0,2820.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,92.0,0.0,281.219,112.0,0.0,0.0,161.984,65.0,0.0,0.0,33.814,6541.956000000001
2013-10-02,5.0,0.0,1.0,1285.0,0.0,359.839,0.0,958.0,564.0,159.265,174.0,141.0,2731.0,35.0,5.0,0.0,0.0,2.0,0.0,0.0,13.0,2.0,89.0,0.0,412.164,118.0,0.0,0.0,186.713,101.0,1.0,0.0,35.679,7373.659999999999
2013-10-03,0.0,0.0,2.0,842.0,0.0,362.721,0.0,719.0,397.0,100.554,133.0,86.0,1929.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,65.0,0.0,368.92902,111.0,0.0,0.0,144.964,62.0,3.0,0.0,29.088,5434.256019999999
2013-10-04,4.0,0.0,4.0,1162.0,0.0,312.189,0.0,756.0,432.0,134.132,162.0,138.0,2192.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,141.0,0.0,629.945,103.0,0.0,0.0,547.359,37.0,10.0,0.0,46.355,6840.98
2013-10-05,1.0,0.0,1.0,1068.0,0.0,319.149,0.0,574.0,457.0,121.068,174.0,136.0,1934.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,146.0,0.0,258.86002,105.0,0.0,0.0,145.767,57.0,3.0,0.0,31.104,5554.948020000001
2013-10-06,1.0,0.0,0.0,393.0,0.0,149.09,0.0,235.0,219.0,59.107,82.0,57.0,914.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,207.196,58.0,0.0,0.0,77.126,28.0,19.0,0.0,16.892,2522.411
2013-10-07,0.0,0.0,0.0,956.0,0.0,363.761,0.0,674.0,456.0,119.538,154.0,106.0,2124.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,74.0,0.0,287.824,101.0,0.0,0.0,223.62599,59.0,1.0,0.0,17.844,5765.59299
2013-10-08,0.0,0.0,2.0,971.0,0.0,289.012,0.0,623.0,470.0,130.773,139.0,108.0,2189.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,102.0,0.0,301.481,106.0,0.0,0.0,168.53,62.0,0.0,0.0,27.556,5732.351999999999
2013-10-09,5.0,0.0,0.0,913.0,0.0,352.109,0.0,770.0,569.0,109.739,165.0,117.0,2289.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,106.0,0.0,283.206,89.0,0.0,0.0,188.44199,81.0,2.0,0.0,25.871,6099.36699
2013-10-10,1.0,0.0,1.0,984.0,0.0,362.461,0.0,550.0,406.0,103.602,129.0,133.0,1898.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,125.0,0.0,326.276,84.0,0.0,0.0,138.605,77.0,3.0,0.0,12.75,5368.6939999999995
2013-10-11,0.0,0.0,2.0,539.0,0.0,205.336,0.0,371.0,346.0,109.893,91.0,102.0,1239.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,168.0,0.0,446.72202,66.0,0.0,0.0,396.47202,79.0,10.0,0.0,17.73,4216.15304
2013-10-12,4.0,0.0,2.0,752.0,0.0,265.513,0.0,397.0,360.0,73.919,149.0,88.0,1428.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,81.0,0.0,174.489,83.0,0.0,0.0,83.495,40.0,1.0,0.0,17.82,4024.236
2013-10-13,0.0,0.0,2.0,472.0,0.0,138.033,0.0,233.0,177.0,49.257,77.0,44.0,850.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,121.356,44.0,0.0,0.0,49.942,28.0,0.0,0.0,10.483,2329.071
2013-10-14,1.0,0.0,0.0,926.0,0.0,343.652,0.0,528.0,380.0,133.965,144.0,56.0,2031.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,60.0,0.0,324.527,67.0,0.0,0.0,187.783,55.0,0.0,0.0,17.243,5284.170000000001
2013-10-15,1.0,0.0,2.0,725.0,0.0,341.785,0.0,545.0,409.0,146.434,132.0,137.0,2082.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,121.0,0.0,416.742,93.0,0.0,0.0,134.861,68.0,5.0,0.0,14.388,5422.21
2013-10-16,3.0,0.0,0.0,884.0,0.0,370.073,0.0,915.0,458.0,122.602,156.0,129.495,2155.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,68.0,0.0,340.812,161.0,0.0,0.0,196.968,74.836,1.0,0.0,30.251,6118.037
2013-10-17,3.0,0.0,3.0,897.0,0.0,338.45898,0.0,591.0,458.0,113.438,151.0,101.0,2129.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,88.0,0.0,355.603,114.0,0.0,0.0,166.07,85.363,1.0,0.0,21.832,5654.76498
2013-10-18,2.0,0.0,1.0,932.0,0.0,303.057,0.0,744.0,366.0,121.234,136.0,105.0,2014.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,142.0,0.0,881.164,104.0,0.0,0.0,568.221,75.627,5.0,0.0,38.95,6563.253
2013-10-19,1.0,0.0,3.0,981.0,0.0,284.712,0.0,641.0,449.0,122.502,174.0,127.0,2082.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,118.0,0.0,327.54102,128.0,0.0,0.0,137.548,85.608,2.0,0.0,17.4,5722.311019999999
2013-10-20,1.0,0.0,3.0,455.0,0.0,118.879,0.0,275.0,180.0,63.786,81.0,72.0,946.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,146.017,53.0,0.0,0.0,67.633995,41.502,18.0,0.0,16.492,2549.309995
2013-10-21,1.0,0.0,2.0,1030.0,0.0,329.534,0.0,670.0,440.0,124.342,176.0,87.0,2094.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,70.0,0.0,396.516,116.0,0.0,0.0,206.173,70.183,5.0,0.0,24.711,5878.459
2013-10-22,7.0,0.0,2.0,801.0,0.0,237.801,0.0,584.0,395.0,101.97,145.0,75.0,2416.0,33.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,12.0,58.0,0.0,247.04001,58.0,0.0,0.0,139.09799,89.807,0.0,0.0,18.492,5422.208
2013-10-23,1.0,0.0,1.0,835.0,0.0,329.456,0.0,884.0,568.0,134.782,172.0,118.0,2437.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,107.0,0.0,390.713,97.0,0.0,0.0,216.15799,87.839,4.0,0.0,15.463,6428.410989999999
2013-10-24,2.0,0.0,1.0,816.0,0.0,330.421,0.0,547.0,410.0,100.576004,116.0,108.0,1767.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,85.0,0.0,240.359,61.0,0.0,0.0,108.292,70.795,0.0,0.0,17.36,4809.803004000001
2013-10-25,2.0,0.0,3.0,900.0,0.0,305.473,0.0,563.0,403.0,130.767,160.0,150.0,1946.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,187.0,0.0,883.301,71.0,0.0,0.0,453.022,39.0,4.0,0.0,19.467001,6260.030001
2013-10-26,1.0,0.0,3.0,967.0,0.0,276.021,0.0,530.0,541.0,106.995,160.0,172.0,1965.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,107.0,0.0,361.76,90.0,0.0,0.0,137.035,76.151,13.0,0.0,27.973,5557.9349999999995
2013-10-27,0.0,0.0,0.0,424.0,0.0,139.59601,0.0,262.0,196.0,59.631,106.0,53.662,1027.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,156.549,57.0,0.0,0.0,99.17,53.111,19.0,0.0,13.356,2676.07501
2013-10-28,0.0,0.0,1.0,902.0,0.0,302.064,0.0,591.0,410.0,122.311,149.0,105.0,2046.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,49.0,0.0,310.758,96.0,0.0,0.0,261.001,76.829,0.0,0.0,20.2,5494.163
2013-10-29,4.0,0.0,4.0,890.0,0.0,274.012,0.0,634.0,418.0,75.372,140.0,129.0,2231.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,89.0,0.0,460.876,93.0,0.0,0.0,140.196,94.084,0.0,0.0,33.736,5735.276
2013-10-30,2.0,0.0,3.0,830.0,0.0,343.456,0.0,712.0,488.0,74.276,178.0,89.47,2374.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,105.0,0.0,262.888,98.0,0.0,0.0,120.670006,84.134,2.0,0.0,25.086,5843.980006
2013-10-31,0.0,0.0,2.0,764.0,0.0,252.345,0.0,631.0,376.0,93.291,131.0,112.0,1833.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,72.0,0.0,444.407,100.0,0.0,0.0,161.589,97.034,7.0,0.0,29.982,5137.648
2013-11-01,3.0,0.0,0.0,990.0,0.0,353.73,0.0,725.0,503.0,137.828,165.0,163.0,2256.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,176.0,0.0,823.577,92.0,0.0,0.0,529.427,53.39,7.0,0.0,36.155,7042.107
2013-11-02,4.0,0.0,2.0,1030.0,0.0,254.201,0.0,497.0,419.0,103.303,138.0,111.0,1894.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,147.0,0.0,205.757,85.0,0.0,0.0,108.568,65.0,7.0,0.0,22.886,5136.715
2013-11-03,2.0,0.0,5.0,441.0,0.0,122.825,0.0,276.0,207.0,60.595,92.0,39.0,996.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,133.896,51.0,0.0,0.0,89.66,52.731,19.0,0.0,8.999001,2611.7060010000005
2013-11-04,5.0,0.0,3.0,1002.0,0.0,304.65,0.0,692.0,360.0,128.592,157.0,74.0,2327.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,59.0,0.0,285.14,122.0,0.0,0.0,262.961,78.147,0.0,0.0,20.711,5925.201000000001
2013-11-05,1.0,0.0,1.0,853.0,0.0,294.91,0.0,853.0,591.0,125.776,156.0,163.0,2364.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,70.0,0.0,320.34,128.0,0.0,0.0,294.72,95.104004,0.0,0.0,24.89,6375.740004
2013-11-06,3.0,0.0,1.0,1009.0,0.0,295.965,0.0,777.0,645.0,135.1,162.0,107.0,2458.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,80.0,0.0,294.804,129.0,0.0,0.0,375.446,74.844,1.0,0.0,23.95,6593.109
2013-11-07,2.0,0.0,2.0,901.0,0.0,319.797,0.0,702.0,503.0,95.902,129.0,99.0,1936.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,84.0,0.0,263.253,120.0,0.0,0.0,308.799,59.274,0.0,0.0,23.335001,5572.360001000001
2013-11-08,5.0,0.0,3.0,1088.0,0.0,312.775,0.0,732.0,663.0,145.309,153.0,99.0,2149.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,138.0,0.0,1024.162,99.0,0.0,0.0,743.639,90.0,11.0,0.0,41.291,7555.176000000001
2013-11-09,2.0,0.0,1.0,940.0,0.0,250.927,0.0,509.0,601.0,111.942,135.0,137.18,2040.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,119.0,0.0,258.946,104.0,0.0,0.0,332.689,112.974,11.0,0.0,15.632,5709.289999999999
2013-11-10,1.0,0.0,1.0,430.0,0.0,128.248,0.0,228.0,277.0,53.366,93.0,68.0,968.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,244.078,54.0,0.0,0.0,126.015,65.264,23.0,0.0,9.467,2786.438
2013-11-11,0.0,0.0,1.0,835.0,0.0,301.352,0.0,565.0,579.0,137.38,155.0,124.0,2097.0,16.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,94.0,0.0,308.651,125.0,0.0,0.0,389.30798,71.0,0.0,0.0,17.225,5828.91598
2013-11-12,1.0,0.0,1.0,819.0,0.0,262.832,0.0,525.0,507.0,95.768,110.0,119.0,1955.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,67.0,0.0,267.889,96.0,0.0,0.0,279.803,58.8,2.0,0.0,30.228,5234.320000000001
2013-11-13,3.0,0.0,2.0,1148.0,0.0,402.726,0.0,776.0,685.0,115.573,162.0,129.75,2910.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,98.0,0.0,306.839,142.0,0.0,0.0,369.094,78.233,3.0,0.0,31.58,7394.795
2013-11-14,1.0,0.0,1.0,922.0,0.0,307.426,0.0,615.0,481.0,104.614,115.0,113.0,2133.0,28.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,103.0,0.0,411.193,101.0,0.0,0.0,280.339,73.312,3.0,0.0,25.215,5833.099
2013-11-15,4.0,0.0,3.0,899.0,0.0,310.856,0.0,695.0,546.0,110.879,154.0,169.855,1848.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,185.0,0.0,944.761,97.0,0.0,0.0,709.133,76.602,9.0,0.0,36.395,6825.481000000001
2013-11-16,1.0,0.0,4.0,971.0,0.0,244.173,0.0,574.0,567.0,134.23,170.0,166.0,1976.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,121.0,0.0,256.004,182.0,0.0,0.0,287.816,102.087,2.0,0.0,24.953,5811.263000000001
2013-11-17,0.0,0.0,2.0,363.0,0.0,158.522,0.0,207.0,283.0,53.215,84.0,46.0,800.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,95.017,65.0,0.0,0.0,138.788,44.995,24.0,0.0,10.606,2389.143
2013-11-18,1.0,0.0,4.0,901.0,0.0,390.312,0.0,586.0,582.0,143.465,169.0,81.0,2179.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,77.0,0.0,594.50903,117.0,0.0,0.0,417.115,74.908,1.0,0.0,20.731,6395.04003
2013-11-19,4.0,0.0,1.0,1019.0,0.0,257.704,0.0,627.0,672.0,151.29,136.0,127.1,2471.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,102.0,0.0,310.042,114.0,0.0,0.0,346.003,80.801,0.0,0.0,17.133999,6471.073998999999
2013-11-20,6.0,0.0,1.0,1027.0,0.0,375.404,0.0,798.0,674.0,127.511,153.0,124.433,2530.0,40.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,7.0,103.0,0.0,545.761,135.0,0.0,0.0,332.076,87.928,0.0,0.0,18.445,7093.558
2013-11-21,3.0,0.0,3.0,791.0,0.0,297.284,0.0,586.0,485.0,108.518,138.0,97.0,1938.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,88.0,0.0,452.13,94.0,0.0,0.0,292.25,74.726,2.0,0.0,9.17,5478.0779999999995
2013-11-22,2.0,0.0,1.0,834.0,0.0,308.073,0.0,630.0,615.0,127.787,139.0,176.001,2108.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,152.0,0.0,839.162,92.0,0.0,0.0,746.211,90.625,8.0,0.0,18.996,6935.8550000000005
2013-11-23,2.0,0.0,2.0,887.0,0.0,283.898,0.0,459.0,554.0,109.158,170.0,154.654,1939.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,154.0,0.0,316.592,105.0,0.0,0.0,290.86,43.0,9.0,0.0,18.25,5536.411999999999
2013-11-24,0.0,0.0,1.0,386.0,0.0,108.946,0.0,215.0,244.0,54.353,70.0,57.0,790.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,128.503,51.0,0.0,0.0,121.895,62.120003,15.0,0.0,13.857,2329.674003
2013-11-25,1.0,0.0,3.0,939.0,0.0,325.468,0.0,596.0,648.0,155.88,168.0,138.03,2492.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,60.0,0.0,325.867,123.0,0.0,0.0,397.984,77.0,0.0,0.0,18.807,6507.036000000001
2013-11-26,2.0,0.0,1.0,860.0,0.0,303.939,0.0,650.0,659.0,112.51,124.0,98.958,2138.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,99.0,0.0,296.345,92.0,0.0,0.0,298.295,106.392,1.0,0.0,20.668,5915.107000000001
2013-11-27,2.0,0.0,2.0,1049.0,0.0,318.137,0.0,728.0,679.0,130.852,170.0,124.211,2454.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,93.0,0.0,337.598,118.0,0.0,0.0,422.03,68.647,1.0,0.0,29.74,6765.214999999998
2013-11-28,1.0,0.0,1.0,783.0,0.0,293.007,0.0,633.0,521.0,92.593,119.0,142.964,1852.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,84.0,0.0,393.728,95.0,0.0,0.0,266.961,72.973,0.0,0.0,13.347,5408.573
2013-11-29,1.0,0.0,1.0,924.0,0.0,284.678,0.0,558.0,499.0,118.889,157.0,146.757,1931.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,141.0,0.0,781.586,74.0,0.0,0.0,746.841,106.435,8.0,0.0,19.069,6519.255000000002
2013-11-30,0.0,0.0,0.0,987.0,0.0,254.567,0.0,569.0,704.0,119.24,156.0,140.359,2071.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,202.0,0.0,268.064,115.0,0.0,0.0,318.556,65.793,15.0,0.0,27.297,6046.875999999998
2013-12-01,0.0,0.0,0.0,431.0,0.0,142.385,0.0,266.0,299.0,46.332,88.0,65.0,1034.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,143.278,56.0,0.0,0.0,172.90201,42.864998,23.0,0.0,19.854,2846.6160079999995
2013-12-02,3.0,0.0,5.0,991.0,0.0,370.931,0.0,752.0,618.0,119.235,149.0,147.415,2285.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,121.0,0.0,420.839,132.0,0.0,0.0,417.067,71.312,0.0,0.0,29.144,6688.943
2013-12-03,2.0,0.0,1.0,982.0,0.0,262.414,0.0,659.0,553.0,102.149,154.0,103.95,2400.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,124.0,0.0,412.553,115.0,0.0,0.0,274.461,112.770996,1.0,0.0,13.9,6331.197995999999
2013-12-04,1.0,0.0,2.0,1141.0,0.0,317.073,0.0,1090.0,622.0,115.79,153.0,255.743,4311.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,33.0,139.0,0.0,326.651,113.0,0.0,0.0,398.362,83.156,4.0,0.0,25.869999,9157.644999
2013-12-05,0.0,0.0,2.0,1008.0,0.0,321.522,0.0,568.0,510.0,107.344,101.0,211.0,2025.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,346.0,0.0,264.429,89.0,0.0,0.0,241.157,66.0,5.0,0.0,12.798,5920.25
2013-12-06,2.0,0.0,0.0,332.0,0.0,90.929,0.0,298.0,266.0,49.027,45.0,117.882,817.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,70.0,0.0,339.361,39.0,0.0,0.0,493.49,70.104004,4.0,0.0,11.242001,3092.0350049999993
2013-12-07,2.0,0.0,0.0,864.0,0.0,233.199,0.0,537.0,546.0,100.709,153.0,236.905,1815.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,124.0,0.0,261.08,101.0,0.0,0.0,282.442,77.923004,12.0,0.0,14.389,5385.647004
2013-12-08,0.0,0.0,1.0,322.0,0.0,101.972,0.0,222.0,205.0,46.801,66.0,55.22,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,247.142,44.0,0.0,0.0,121.24,48.322,17.0,0.0,3.936,2435.633
2013-12-09,3.0,0.0,2.0,971.0,0.0,318.489,0.0,739.0,620.0,135.815,163.0,98.0,2347.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,70.0,0.0,319.004,121.0,0.0,0.0,387.869,93.0,0.0,0.0,19.925,6439.102
2013-12-10,3.0,0.0,1.0,1030.0,0.0,283.07098,0.0,932.0,674.0,148.939,180.0,171.763,2835.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,123.0,0.0,461.15,121.0,0.0,0.0,391.61,71.0,0.0,0.0,15.882,7485.414979999999
2013-12-11,4.0,0.0,2.0,1085.0,0.0,306.225,0.0,976.0,691.0,116.769,172.0,195.005,3833.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,13.0,90.0,0.0,302.721,141.0,0.0,0.0,358.621,117.055,2.0,0.0,26.695,8482.090999999999
2013-12-12,2.0,0.0,3.0,1190.0,0.0,331.979,0.0,694.0,586.0,105.072,134.0,155.689,3660.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,441.167,123.0,0.0,0.0,295.023,84.041,2.0,0.0,18.54,7964.511
2013-12-13,3.0,0.0,2.0,1143.0,0.0,294.128,0.0,692.0,584.0,103.678,166.0,275.221,2546.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,161.0,0.0,773.125,93.0,0.0,0.0,609.108,81.137,5.0,0.0,36.324,7626.721
2013-12-14,0.0,0.0,0.0,1245.0,0.0,304.151,0.0,675.0,717.0,123.477,152.0,317.908,2331.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,188.0,0.0,448.583,119.0,0.0,0.0,313.112,102.813,6.0,0.0,49.104,7158.148
